0.0000	0.0000	0	6.3953E-7	1.3514	1.3514	1.9739	3.0836
0.0000	0.062832	0.0054424	0.044415	1.3505	1.3518	1.9748	3.0836
0.0000	0.12566	0.010892	0.088745	1.3479	1.3530	1.9774	3.0836
0.0000	0.18850	0.016356	0.13291	1.3437	1.3551	1.9817	3.0837
0.0000	0.25133	0.021842	0.17681	1.3378	1.3579	1.9877	3.0837
0.0000	0.31416	0.027357	0.22037	1.3304	1.3617	1.9951	3.0838
0.0000	0.37699	0.032907	0.26348	1.3217	1.3664	2.0039	3.0839
0.0000	0.43982	0.038499	0.30606	1.3116	1.3721	2.0140	3.0840
0.0000	0.50265	0.044139	0.34800	1.3005	1.3788	2.0252	3.0842
0.0000	0.56549	0.049833	0.38918	1.2883	1.3866	2.0374	3.0843
0.0000	0.62832	0.055587	0.42950	1.2753	1.3956	2.0505	3.0845
0.0000	0.69115	0.061406	0.46883	1.2615	1.4058	2.0643	3.0847
0.0000	0.75398	0.067294	0.50706	1.2470	1.4175	2.0788	3.0849
0.0000	0.81681	0.073256	0.54405	1.2320	1.4305	2.0938	3.0852
0.0000	0.87965	0.079295	0.57970	1.2165	1.4452	2.1092	3.0854
0.0000	0.94248	0.085415	0.61387	1.2006	1.4614	2.1249	3.0857
0.0000	1.0053	0.091617	0.64646	1.1844	1.4794	2.1409	3.0860
0.0000	1.0681	0.097902	0.67737	1.1680	1.4993	2.1571	3.0863
0.0000	1.1310	0.10427	0.70653	1.1514	1.5209	2.1733	3.0866
0.0000	1.1938	0.11073	0.73389	1.1346	1.5445	2.1896	3.0869
0.0000	1.2566	0.11727	0.75940	1.1178	1.5700	2.2059	3.0873
0.0000	1.3195	0.12389	0.78307	1.1009	1.5974	2.2221	3.0877
0.0000	1.3823	0.13059	0.80492	1.0841	1.6266	2.2382	3.0881
0.0000	1.4451	0.13737	0.82501	1.0673	1.6576	2.2540	3.0885
0.0000	1.5080	0.14422	0.84338	1.0506	1.6904	2.2697	3.0889
0.0000	1.5708	0.15112	0.86014	1.0340	1.7247	2.2851	3.0893
0.0000	1.6336	0.15809	0.87538	1.0175	1.7605	2.3002	3.0898
0.0000	1.6965	0.16510	0.88921	1.0013	1.7976	2.3149	3.0902
0.0000	1.7593	0.17215	0.90172	0.98533	1.8360	2.3293	3.0907
0.0000	1.8221	0.17921	0.91303	0.96960	1.8754	2.3432	3.0911
0.0000	1.8850	0.18629	0.92324	0.95416	1.9159	2.3567	3.0916
0.0000	1.9478	0.19335	0.93244	0.93906	1.9571	2.3697	3.0921
0.0000	2.0106	0.20038	0.92432	0.94073	1.9991	2.3822	3.0926
0.0000	2.0735	0.20736	0.90998	0.94819	2.0417	2.3942	3.0931
0.0000	2.1363	0.21427	0.89608	0.95490	2.0847	2.4056	3.0935
0.0000	2.1991	0.22106	0.88266	0.96092	2.1281	2.4165	3.0940
0.0000	2.2619	0.22772	0.86976	0.96632	2.1718	2.4267	3.0944
0.0000	2.3248	0.23421	0.85742	0.97115	2.2155	2.4363	3.0949
