0,0,0,0,2.8986000000000001e-06,2.8992000000000001e-06,3.7761999999999999e-06,6.2291999999999996e-06,1.1157e-05,1.116e-05,1.3288999999999999e-05,1.7175000000000001e-05
0,0.050000000000000003,2.9862e-08,4.0041999999999998e-07,2.8837e-06,2.9135999999999999e-06,3.7913999999999998e-06,6.2303999999999997e-06,1.1144999999999999e-05,1.1158999999999999e-05,1.3302000000000001e-05,1.7167e-05
0,0.10000000000000001,5.9967999999999998e-08,7.8775e-07,2.8412e-06,2.9606000000000001e-06,3.8340000000000001e-06,6.2339999999999999e-06,1.1107000000000001e-05,1.1158999999999999e-05,1.3339999999999999e-05,1.7144999999999999e-05
0,0.14999999999999999,9.0551000000000001e-08,1.1464999999999999e-06,2.7781000000000001e-06,3.0487999999999999e-06,3.8971000000000003e-06,6.2399000000000002e-06,1.1046000000000001e-05,1.1158999999999999e-05,1.3400999999999999e-05,1.7110000000000001e-05
0,0.20000000000000001,1.2183e-07,1.4583000000000001e-06,2.7012000000000001e-06,3.1922999999999999e-06,3.9736999999999997e-06,6.2484000000000002e-06,1.0968000000000001e-05,1.1158999999999999e-05,1.3481e-05,1.7062999999999999e-05
0,0.25000000000000006,1.5398000000000001e-07,1.7067999999999999e-06,2.6158e-06,3.4041000000000002e-06,4.0582999999999998e-06,6.2593999999999997e-06,1.0875e-05,1.1158999999999999e-05,1.3576e-05,1.7005999999999999e-05
0,0.29999999999999999,1.8715999999999999e-07,1.8875999999999999e-06,2.5256e-06,3.6862e-06,4.1469000000000001e-06,6.2731000000000001e-06,1.0771000000000001e-05,1.1158999999999999e-05,1.3682e-05,1.694e-05
0,0.35000000000000009,2.2147000000000001e-07,2.0113999999999999e-06,2.4329999999999998e-06,4.0261999999999997e-06,4.2366999999999996e-06,6.2894999999999997e-06,1.066e-05,1.1158999999999999e-05,1.3796e-05,1.6867e-05
0,0.40000000000000002,2.5694000000000002e-07,2.0943999999999998e-06,2.3398999999999998e-06,4.3255000000000003e-06,4.4057e-06,6.3086e-06,1.0545e-05,1.1158999999999999e-05,1.3916e-05,1.6787999999999999e-05
0,0.45000000000000001,2.9354999999999998e-07,2.1507999999999998e-06,2.2475000000000001e-06,4.4116000000000002e-06,4.809e-06,6.3304000000000004e-06,1.0429e-05,1.116e-05,1.4039999999999999e-05,1.6486000000000001e-05
0,0.50000000000000011,3.3117999999999998e-07,2.1569000000000001e-06,2.1900000000000002e-06,4.4936999999999999e-06,5.2245999999999999e-06,6.3547999999999997e-06,1.0312999999999999e-05,1.116e-05,1.4167e-05,1.6076999999999999e-05
0,0.55000000000000004,3.6962e-07,2.0688999999999998e-06,2.2180000000000002e-06,4.5704000000000003e-06,5.6440999999999999e-06,6.3816e-06,1.0199e-05,1.1161e-05,1.4294000000000001e-05,1.5668e-05
0,0.59999999999999998,4.0852000000000001e-07,1.9846999999999998e-06,2.2384e-06,4.6410000000000001e-06,6.0611999999999997e-06,6.4100999999999998e-06,1.009e-05,1.1161e-05,1.4422e-05,1.5262000000000001e-05
0,0.65000000000000002,4.4734999999999999e-07,1.905e-06,2.2535999999999999e-06,4.7044999999999996e-06,6.4397999999999997e-06,6.4697000000000001e-06,9.9870999999999996e-06,1.1161999999999999e-05,1.4548e-05,1.4865000000000001e-05
0,0.70000000000000018,4.8541e-07,1.8308999999999999e-06,2.2649999999999999e-06,4.7604000000000002e-06,6.4695999999999999e-06,6.8631000000000004e-06,9.8926000000000008e-06,1.1163e-05,1.4481000000000001e-05,1.4671000000000001e-05
0,0.75,5.2170999999999998e-07,1.7636999999999999e-06,2.2734999999999999e-06,4.8080999999999998e-06,6.4984000000000003e-06,7.2335999999999997e-06,9.8083000000000006e-06,1.1165000000000001e-05,1.4119e-05,1.4791e-05
0,0.80000000000000004,5.5499000000000002e-07,1.7049e-06,2.2798000000000002e-06,4.8473000000000002e-06,6.5247999999999998e-06,7.571e-06,9.7360999999999998e-06,1.1167e-05,1.3788000000000001e-05,1.4905e-05
0,0.85000000000000009,5.8368999999999995e-07,1.6561999999999999e-06,2.2844000000000001e-06,4.8779999999999997e-06,6.5473e-06,7.8619000000000001e-06,9.6777000000000005e-06,1.1168999999999999e-05,1.3501e-05,1.501e-05
0,0.90000000000000002,6.0605999999999996e-07,1.6194999999999999e-06,2.2875000000000001e-06,4.8998000000000001e-06,6.5647e-06,8.0900000000000005e-06,9.6345999999999992e-06,1.1171e-05,1.3275000000000001e-05,1.5099999999999999e-05
0,0.94999999999999996,6.2035000000000002e-07,1.5965000000000001e-06,2.2892999999999998e-06,4.9130000000000002e-06,6.5756000000000002e-06,8.2370999999999995e-06,9.6082000000000006e-06,1.1173e-05,1.3129000000000001e-05,1.5165e-05
0,1.0000000000000002,6.2528000000000005e-07,1.5886999999999999e-06,2.2898999999999999e-06,4.9173999999999997e-06,6.5792999999999998e-06,8.2881999999999997e-06,9.5993999999999999e-06,1.1174e-05,1.3078000000000001e-05,1.5189e-05
0.050000000000000003,0,2.9862e-08,4.0041999999999998e-07,2.8837e-06,2.9135000000000001e-06,3.7913999999999998e-06,6.2303999999999997e-06,1.1144999999999999e-05,1.1158000000000001e-05,1.3302000000000001e-05,1.7167e-05
0.050000000000000003,0.050000000000000003,3.9022000000000001e-07,4.1277000000000001e-07,2.8859000000000002e-06,2.9110000000000002e-06,3.8066000000000001e-06,6.2315999999999998e-06,1.1133e-05,1.1158000000000001e-05,1.3315e-05,1.7159999999999998e-05
0.050000000000000003,0.10000000000000001,4.0448999999999999e-07,7.8896000000000004e-07,2.8496000000000002e-06,2.9517e-06,3.8491000000000001e-06,6.2352e-06,1.1094000000000001e-05,1.1158999999999999e-05,1.3353000000000001e-05,1.7138000000000001e-05
0.050000000000000003,0.14999999999999999,4.1085e-07,1.1473e-06,2.7877999999999998e-06,3.0386999999999998e-06,3.9122000000000004e-06,6.2412999999999999e-06,1.1032999999999999e-05,1.116e-05,1.3413e-05,1.7102e-05
0.050000000000000003,0.20000000000000001,4.1970999999999999e-07,1.4586000000000001e-06,2.7118e-06,3.1810999999999999e-06,3.9893000000000001e-06,6.2499000000000001e-06,1.0954999999999999e-05,1.116e-05,1.3491e-05,1.7054e-05
0.050000000000000003,0.25000000000000006,4.3122000000000002e-07,1.7063000000000001e-06,2.6272999999999998e-06,3.3913999999999998e-06,4.0751000000000002e-06,6.2611000000000001e-06,1.0862999999999999e-05,1.1161e-05,1.3585e-05,1.6994999999999999e-05
0.050000000000000003,0.29999999999999999,4.4546000000000002e-07,1.8859e-06,2.5380999999999999e-06,3.6704999999999998e-06,4.1667999999999996e-06,6.2751000000000003e-06,1.076e-05,1.1161e-05,1.3689000000000001e-05,1.6926999999999999e-05
0.050000000000000003,0.35000000000000009,4.6250000000000002e-07,2.0076999999999999e-06,2.4468999999999998e-06,3.9995999999999998e-06,4.2675000000000002e-06,6.2917999999999996e-06,1.065e-05,1.1161e-05,1.3801999999999999e-05,1.6849000000000001e-05
0.050000000000000003,0.40000000000000002,4.8233999999999996e-07,2.0876000000000001e-06,2.3564999999999998e-06,4.2856000000000001e-06,4.4499999999999997e-06,6.3114000000000003e-06,1.0536e-05,1.1161e-05,1.3920999999999999e-05,1.6745999999999999e-05
0.050000000000000003,0.45000000000000001,5.0493000000000001e-07,2.1357999999999999e-06,2.2717000000000002e-06,4.4053e-06,4.8195000000000002e-06,6.3338000000000002e-06,1.042e-05,1.1161999999999999e-05,1.4042999999999999e-05,1.6467e-05
0.050000000000000003,0.50000000000000011,5.3013999999999995e-07,2.1343e-06,2.2212999999999998e-06,4.4932999999999998e-06,5.2285e-06,6.3590999999999998e-06,1.0304e-05,1.1161999999999999e-05,1.4167e-05,1.6073e-05
0.050000000000000003,0.55000000000000004,5.5772999999999995e-07,2.0663e-06,2.2286999999999999e-06,4.5722e-06,5.6447000000000004e-06,6.3874e-06,1.0190999999999999e-05,1.1163e-05,1.4290999999999999e-05,1.5670000000000001e-05
0.050000000000000003,0.59999999999999998,5.8734999999999998e-07,1.9860999999999999e-06,2.2442999999999998e-06,4.6437000000000001e-06,6.0569000000000004e-06,6.4200000000000004e-06,1.0083e-05,1.1163e-05,1.4411e-05,1.5273000000000001e-05
0.050000000000000003,0.65000000000000002,6.1847000000000001e-07,1.9074999999999999e-06,2.2575e-06,4.7076999999999998e-06,6.4045000000000003e-06,6.5101999999999999e-06,9.9805000000000004e-06,1.1164e-05,1.451e-05,1.4902999999999999e-05
0.050000000000000003,0.70000000000000018,6.5035000000000005e-07,1.8334000000000001e-06,2.2678000000000001e-06,4.7636999999999998e-06,6.4666000000000001e-06,6.8712000000000004e-06,9.8867999999999999e-06,1.1165000000000001e-05,1.4415e-05,1.4738e-05
0.050000000000000003,0.75,6.8197999999999997e-07,1.7654000000000001e-06,2.2757000000000001e-06,4.8114999999999996e-06,6.4987000000000001e-06,7.2381999999999996e-06,9.8036000000000005e-06,1.1165999999999999e-05,1.4090000000000001e-05,1.4820999999999999e-05
0.050000000000000003,0.80000000000000004,7.1200999999999998e-07,1.7054e-06,2.2815999999999999e-06,4.8508000000000002e-06,6.5265000000000001e-06,7.5738000000000002e-06,9.7326999999999992e-06,1.1168e-05,1.3767e-05,1.4927e-05
